CPF,Nome do Operador,Matrícula do Operador,Tipo de Atendimento,Canal de Atendimento,Tempo Médio de Atendimento (TMA) em minutos,Satisfação do Cliente (1-5),Protocolo,Data/Hora do Atendimento,Tempo de Espera em minutos,Produto/Serviço Relacionado,Resolução no Primeiro Contato?,Encaminhamento para Outro Setor,Tempo de Pós-Atendimento (minutos),Status do Atendimento
175.208.469-11,Maria Sophia Cavalcante,SAC-4600,Elogio,WhatsApp,10.2,4,PROTO-2025-01-5509,13/01/2025 16:23,3.9,Internet,Não,Nenhum,4.9,Finalizado
745.823.196-37,Dr. Pedro Henrique Dias,SAC-2536,Dúvida,E-mail,5.1,1,PROTO-2025-01-3595,22/03/2025 18:14,8.6,Internet,Sim,Comercial,0.5,Pendente
139.852.764-55,Sr. Kaique Rocha,SAC-7606,Solicitação,Chat,7.8,3,PROTO-2025-01-8407,31/03/2025 01:48,8.0,Planos,Sim,Técnico,3.7,Pendente
532.407.896-47,Ravy Camargo,SAC-9776,Reclamação,Telefone,7.7,3,PROTO-2025-03-2826,14/01/2025 19:08,3.2,Telefonia,Sim,Nenhum,2.9,Pendente
956.418.730-39,Juliana Sampaio,SAC-9068,Dúvida,WhatsApp,9.6,1,PROTO-2025-01-4871,31/01/2025 10:50,9.6,Internet,Sim,Comercial,4.5,Reaberto
048.697.315-84,Diego Brito,SAC-4751,Solicitação,WhatsApp,4.9,4,PROTO-2025-01-1160,05/02/2025 07:50,4.2,Internet,Não,Comercial,1.8,Pendente
982.457.163-91,Paulo Rocha,SAC-6542,Elogio,Chat,9.7,5,PROTO-2025-01-7183,13/04/2025 17:43,0.6,Internet,Sim,Financeiro,1.0,Pendente
410.265.973-07,Heloisa Farias,SAC-3799,Solicitação,Chat,9.9,3,PROTO-2025-02-4729,10/01/2025 00:02,1.3,Internet,Não,Comercial,2.5,Reaberto
647.521.903-70,Noah Caldeira,SAC-1374,Dúvida,E-mail,7.5,2,PROTO-2025-03-5776,16/02/2025 09:39,2.0,TV por Assinatura,Não,Comercial,2.1,Reaberto
284.609.317-22,Lavínia Vasconcelos,SAC-1677,Solicitação,Chat,3.1,4,PROTO-2025-02-5945,11/01/2025 08:15,9.1,Internet,Sim,Nenhum,3.0,Reaberto
631.287.954-28,Bryan Vasconcelos,SAC-5109,Dúvida,WhatsApp,11.7,3,PROTO-2025-02-3047,04/01/2025 05:52,7.0,Internet,Sim,Financeiro,3.0,Finalizado
857.091.236-68,Sr. Davi Lucca Ribeiro,SAC-7372,Dúvida,WhatsApp,12.3,3,PROTO-2025-03-4536,24/02/2025 01:49,1.7,Planos,Não,Financeiro,2.6,Pendente
241.360.897-40,Ravi Lopes,SAC-8812,Solicitação,WhatsApp,9.1,4,PROTO-2025-02-1247,05/04/2025 07:22,8.5,Internet,Não,Comercial,4.5,Pendente
745.910.362-43,Vitor Gabriel Moura,SAC-2433,Dúvida,Chat,9.6,3,PROTO-2025-04-8703,27/01/2025 21:52,6.7,Planos,Sim,Comercial,2.8,Pendente
925.460.173-06,Emanuella Teixeira,SAC-5977,Reclamação,WhatsApp,12.2,3,PROTO-2025-02-1940,27/02/2025 10:01,9.4,Telefonia,Não,Financeiro,4.1,Pendente
518.902.376-12,Matteo Ribeiro,SAC-6096,Dúvida,WhatsApp,3.3,1,PROTO-2025-03-2296,30/01/2025 21:32,5.6,Planos,Sim,Nenhum,1.2,Reaberto
205.467.381-17,Sr. Gustavo Henrique Pastor,SAC-5281,Elogio,E-mail,6.1,4,PROTO-2025-02-1452,12/03/2025 16:54,9.3,Telefonia,Não,Financeiro,2.0,Pendente
713.942.856-55,Dra. Maria Isis Melo,SAC-3817,Dúvida,E-mail,8.3,5,PROTO-2025-01-3223,08/04/2025 03:50,1.8,TV por Assinatura,Sim,Técnico,2.1,Finalizado
740.635.812-17,Benjamim Barros,SAC-8981,Reclamação,Telefone,8.6,3,PROTO-2025-01-6321,31/01/2025 11:08,3.6,Planos,Sim,Financeiro,1.5,Finalizado
926.043.815-24,Lorena Barbosa,SAC-1182,Solicitação,E-mail,14.9,2,PROTO-2025-03-1027,03/02/2025 07:25,1.0,Telefonia,Não,Técnico,3.0,Reaberto
607.215.384-44,Ana Liz Casa Grande,SAC-8407,Dúvida,WhatsApp,4.7,4,PROTO-2025-03-4221,12/02/2025 02:27,9.4,Internet,Não,Técnico,0.6,Pendente
380.246.791-40,Natália Ferreira,SAC-9074,Dúvida,E-mail,7.8,3,PROTO-2025-04-8098,27/01/2025 22:35,9.3,Telefonia,Sim,Comercial,3.4,Finalizado
732.951.460-80,Eloá Martins,SAC-5103,Dúvida,Telefone,5.8,5,PROTO-2025-04-2427,01/01/2025 10:37,4.7,Telefonia,Não,Financeiro,3.8,Finalizado
137.968.254-19,Anna Liz Novais,SAC-2854,Solicitação,Telefone,3.6,4,PROTO-2025-01-8817,31/01/2025 10:47,4.6,TV por Assinatura,Não,Comercial,1.9,Finalizado
230.618.974-96,Srta. Ana Júlia Moura,SAC-8027,Reclamação,Chat,11.4,1,PROTO-2025-04-4177,16/02/2025 14:51,3.1,TV por Assinatura,Sim,Técnico,3.6,Finalizado
760.384.921-78,Josué Siqueira,SAC-5890,Reclamação,E-mail,12.0,3,PROTO-2025-01-2585,07/02/2025 10:56,9.4,TV por Assinatura,Sim,Técnico,4.2,Pendente
805.724.369-47,Diego Azevedo,SAC-9290,Elogio,Telefone,14.8,3,PROTO-2025-01-4021,17/02/2025 11:12,1.7,Internet,Não,Nenhum,3.7,Reaberto
576.493.182-73,Sophie Azevedo,SAC-4957,Elogio,E-mail,13.8,3,PROTO-2025-01-2774,11/03/2025 16:05,1.4,TV por Assinatura,Não,Financeiro,2.9,Finalizado
297.103.856-40,Sra. Maria Clara Guerra,SAC-8050,Reclamação,Chat,11.9,4,PROTO-2025-03-1343,17/01/2025 07:46,4.0,Planos,Não,Técnico,2.2,Reaberto
986.027.134-87,Sr. Luiz Miguel Ribeiro,SAC-4821,Dúvida,Telefone,10.8,4,PROTO-2025-01-7998,03/04/2025 10:16,9.3,Internet,Não,Financeiro,3.6,Finalizado
658.314.792-00,Maitê Azevedo,SAC-6022,Elogio,WhatsApp,4.0,3,PROTO-2025-01-1931,09/03/2025 16:34,4.8,Internet,Sim,Financeiro,4.9,Reaberto
819.574.032-41,Heloisa Santos,SAC-1667,Reclamação,WhatsApp,3.4,3,PROTO-2025-02-3140,20/03/2025 02:33,2.2,Telefonia,Não,Técnico,1.6,Pendente
487.162.350-53,Gabriela Pereira,SAC-7522,Solicitação,Chat,5.9,1,PROTO-2025-01-6341,26/02/2025 16:55,4.3,Telefonia,Sim,Financeiro,4.1,Finalizado
518.264.039-06,Nicole Moreira,SAC-4131,Dúvida,Chat,7.6,2,PROTO-2025-02-5998,21/02/2025 23:26,5.0,TV por Assinatura,Sim,Nenhum,2.5,Reaberto
105.876.492-67,Dr. Arthur Camargo,SAC-9455,Solicitação,Telefone,6.3,1,PROTO-2025-02-9628,06/04/2025 06:23,6.4,Planos,Sim,Técnico,2.3,Finalizado
148.650.739-57,Raquel da Paz,SAC-8498,Elogio,E-mail,7.3,4,PROTO-2025-02-2590,07/01/2025 00:02,6.3,Internet,Sim,Nenhum,4.3,Finalizado
682.394.150-24,Mirella Gonçalves,SAC-2556,Reclamação,WhatsApp,6.7,2,PROTO-2025-03-2359,27/03/2025 16:04,4.1,TV por Assinatura,Sim,Nenhum,4.9,Finalizado
058.731.942-97,Antônio Costa,SAC-9758,Solicitação,E-mail,10.1,3,PROTO-2025-03-6437,09/03/2025 09:23,3.7,Internet,Não,Comercial,2.7,Pendente
986.735.201-77,Ravi Lucca Cassiano,SAC-5342,Reclamação,WhatsApp,4.1,1,PROTO-2025-03-6386,21/03/2025 13:30,2.6,Telefonia,Sim,Financeiro,0.7,Reaberto
314.857.690-00,Ryan Cavalcante,SAC-6796,Elogio,WhatsApp,7.7,5,PROTO-2025-03-1509,06/04/2025 03:16,4.2,Internet,Não,Financeiro,1.0,Reaberto
307.162.845-53,Otávio Freitas,SAC-1532,Elogio,Chat,3.6,3,PROTO-2025-04-4099,28/01/2025 14:09,9.2,Internet,Não,Técnico,3.7,Reaberto
034.578.219-41,Maria Luísa Câmara,SAC-5533,Elogio,WhatsApp,4.2,2,PROTO-2025-04-5368,01/03/2025 05:44,5.1,Planos,Sim,Comercial,4.0,Finalizado
169.053.428-15,Thomas Moreira,SAC-6705,Elogio,WhatsApp,4.4,2,PROTO-2025-03-3760,11/02/2025 02:24,3.4,Internet,Sim,Financeiro,4.1,Reaberto
584.269.137-09,Antônio Aragão,SAC-2099,Solicitação,Telefone,9.5,2,PROTO-2025-03-8124,14/01/2025 21:22,9.9,Planos,Sim,Financeiro,3.1,Finalizado
601.379.285-21,Sr. José Barbosa,SAC-9386,Elogio,Chat,11.9,4,PROTO-2025-03-9462,02/03/2025 12:25,4.2,TV por Assinatura,Sim,Financeiro,2.6,Finalizado
064.295.871-85,Isabel Castro,SAC-8892,Reclamação,Chat,9.9,3,PROTO-2025-01-9109,09/01/2025 02:46,5.5,Planos,Sim,Nenhum,1.2,Reaberto
134.582.097-60,Lara Campos,SAC-4483,Reclamação,Telefone,11.7,3,PROTO-2025-01-4224,29/03/2025 08:28,9.8,Internet,Sim,Técnico,4.0,Finalizado
298.065.134-60,João Pedro Machado,SAC-4502,Solicitação,Telefone,3.7,1,PROTO-2025-03-7007,08/04/2025 21:55,7.4,TV por Assinatura,Não,Financeiro,4.5,Pendente
371.450.268-80,Gustavo Henrique Abreu,SAC-3399,Dúvida,Telefone,5.3,4,PROTO-2025-01-6197,05/03/2025 06:22,9.3,Planos,Sim,Técnico,3.6,Finalizado
638.097.415-66,Eloah Vasconcelos,SAC-8610,Dúvida,Chat,3.3,3,PROTO-2025-01-7934,11/04/2025 17:32,7.1,TV por Assinatura,Sim,Financeiro,2.3,Pendente
829.715.640-02,Isabelly Araújo,SAC-6764,Reclamação,Telefone,9.5,2,PROTO-2025-01-2821,12/04/2025 08:44,8.9,Internet,Sim,Nenhum,2.7,Reaberto
176.805.249-20,Benicio da Cruz,SAC-9989,Dúvida,Telefone,7.1,2,PROTO-2025-04-2316,07/01/2025 23:58,9.5,Internet,Sim,Comercial,4.9,Reaberto
291.605.378-68,Pietra Porto,SAC-9769,Reclamação,WhatsApp,9.3,3,PROTO-2025-02-6615,04/01/2025 13:31,2.8,Planos,Não,Técnico,2.8,Reaberto
453.290.786-10,Bruno Marques,SAC-6414,Solicitação,E-mail,8.5,4,PROTO-2025-01-6666,25/01/2025 00:20,0.5,Internet,Sim,Nenhum,3.3,Finalizado
285.461.307-44,Luiz Felipe Pires,SAC-3133,Solicitação,Chat,5.8,2,PROTO-2025-01-4735,28/03/2025 05:13,7.5,Internet,Não,Comercial,0.7,Pendente
452.731.098-41,Stephany Sales,SAC-3034,Dúvida,WhatsApp,12.2,5,PROTO-2025-03-7429,17/02/2025 23:55,6.1,Planos,Sim,Comercial,2.8,Reaberto
832.091.645-33,Heloísa Barros,SAC-7073,Elogio,E-mail,7.2,3,PROTO-2025-01-5899,01/02/2025 23:29,2.5,TV por Assinatura,Não,Financeiro,4.3,Reaberto
095.761.238-95,João Guilherme Martins,SAC-8352,Reclamação,Telefone,3.4,2,PROTO-2025-01-6557,17/04/2025 15:22,1.4,Telefonia,Sim,Financeiro,3.5,Reaberto
429.508.167-11,Ayla Monteiro,SAC-8908,Dúvida,WhatsApp,14.2,3,PROTO-2025-01-1532,25/01/2025 23:47,8.4,Planos,Sim,Financeiro,2.8,Reaberto
957.624.018-20,Maria Isis Nascimento,SAC-8721,Reclamação,Telefone,10.1,2,PROTO-2025-02-6159,06/04/2025 00:11,4.8,Telefonia,Sim,Nenhum,2.7,Pendente
476.052.398-74,Rafaela Farias,SAC-8802,Elogio,Telefone,5.7,5,PROTO-2025-01-9211,08/01/2025 09:24,2.7,Telefonia,Sim,Financeiro,2.6,Finalizado
301.824.597-05,Isabelly da Rocha,SAC-4217,Elogio,Chat,5.9,3,PROTO-2025-01-9878,14/01/2025 11:24,6.3,TV por Assinatura,Não,Técnico,3.0,Finalizado
658.943.017-93,Ester Porto,SAC-6305,Dúvida,Telefone,9.6,2,PROTO-2025-03-2488,13/03/2025 06:07,3.3,Telefonia,Não,Nenhum,3.2,Reaberto
915.470.862-11,Dom Rezende,SAC-9167,Solicitação,WhatsApp,4.7,3,PROTO-2025-03-7358,16/03/2025 15:41,2.5,TV por Assinatura,Sim,Técnico,2.5,Pendente
650.392.741-06,Pedro Melo,SAC-6516,Dúvida,Chat,3.3,4,PROTO-2025-01-1138,02/02/2025 11:19,6.8,Planos,Sim,Comercial,2.5,Finalizado
402.637.158-17,Sra. Agatha Leão,SAC-3748,Solicitação,Chat,15.0,5,PROTO-2025-02-2643,31/03/2025 07:03,0.7,Internet,Não,Técnico,2.8,Pendente
849.735.260-29,Srta. Sabrina Moraes,SAC-1712,Solicitação,Telefone,14.2,5,PROTO-2025-03-8606,19/02/2025 18:00,4.8,Internet,Não,Nenhum,1.7,Finalizado
934.780.152-60,Luiza Cunha,SAC-7805,Dúvida,WhatsApp,8.4,1,PROTO-2025-04-5343,16/04/2025 10:52,9.2,Telefonia,Não,Comercial,2.7,Finalizado
569.328.710-68,Hellena Novais,SAC-5285,Solicitação,Chat,13.9,5,PROTO-2025-02-4293,15/01/2025 20:25,1.8,TV por Assinatura,Sim,Nenhum,2.4,Reaberto
169.742.580-11,Nina Alves,SAC-8391,Reclamação,Telefone,7.2,1,PROTO-2025-04-9605,22/03/2025 05:53,2.6,Telefonia,Sim,Técnico,2.6,Pendente
260.153.987-95,Maria Flor Duarte,SAC-2141,Reclamação,E-mail,8.4,5,PROTO-2025-04-1675,20/03/2025 18:43,5.1,Planos,Sim,Comercial,4.2,Reaberto
895.412.360-06,Lucas Novais,SAC-2358,Solicitação,E-mail,6.2,3,PROTO-2025-01-3860,23/01/2025 17:48,8.2,Internet,Não,Técnico,1.4,Pendente
263.854.701-80,Gabrielly Cavalcante,SAC-2587,Solicitação,E-mail,9.8,3,PROTO-2025-02-8060,16/01/2025 18:53,7.2,Telefonia,Sim,Financeiro,3.8,Reaberto
238.167.405-53,Sra. Maria Eduarda Viana,SAC-4730,Solicitação,WhatsApp,5.8,3,PROTO-2025-01-4565,18/01/2025 07:51,4.5,Telefonia,Não,Financeiro,0.6,Pendente
539.048.216-60,Srta. Ana Júlia Pastor,SAC-8451,Elogio,Chat,12.0,5,PROTO-2025-04-7685,25/03/2025 11:02,9.3,Internet,Sim,Técnico,3.2,Reaberto
236.907.145-16,Sr. Carlos Eduardo da Cunha,SAC-7305,Reclamação,Chat,3.5,1,PROTO-2025-04-6569,30/03/2025 23:54,1.8,Planos,Não,Financeiro,1.0,Pendente
946.371.052-34,Luara Freitas,SAC-2240,Solicitação,Telefone,3.9,4,PROTO-2025-02-4591,04/02/2025 15:43,2.1,Telefonia,Sim,Nenhum,0.8,Reaberto
895.241.736-46,Sra. Ana Clara Peixoto,SAC-1129,Elogio,Telefone,4.5,2,PROTO-2025-01-3848,17/02/2025 05:00,9.4,Planos,Sim,Nenhum,3.9,Finalizado
560.329.147-80,Léo Cavalcante,SAC-6605,Solicitação,Telefone,13.6,5,PROTO-2025-03-5447,24/03/2025 06:31,2.5,Planos,Não,Financeiro,3.7,Reaberto
175.483.290-32,Alexandre Casa Grande,SAC-4180,Solicitação,Telefone,6.9,1,PROTO-2025-01-1441,19/03/2025 14:00,5.7,Internet,Não,Nenhum,1.1,Finalizado
102.865.493-60,Stephany Macedo,SAC-7851,Elogio,Telefone,14.7,4,PROTO-2025-04-5984,14/03/2025 05:14,0.7,Internet,Sim,Nenhum,4.3,Finalizado
401.298.563-98,Camila Silva,SAC-5209,Elogio,WhatsApp,11.4,2,PROTO-2025-01-8866,02/02/2025 22:14,7.5,Internet,Sim,Nenhum,4.3,Finalizado
519.324.607-99,Gael da Rosa,SAC-8416,Solicitação,Chat,8.9,3,PROTO-2025-03-6239,05/04/2025 21:50,9.5,Telefonia,Não,Nenhum,2.5,Reaberto
247.630.185-07,Rebeca Sampaio,SAC-9574,Reclamação,Chat,11.6,1,PROTO-2025-04-6293,17/01/2025 08:43,1.8,TV por Assinatura,Sim,Comercial,1.8,Reaberto
976.842.150-94,Enrico Oliveira,SAC-9196,Reclamação,Chat,10.1,5,PROTO-2025-04-8414,16/04/2025 20:07,7.0,Telefonia,Sim,Financeiro,2.6,Pendente
530.924.617-70,Henry Gabriel da Luz,SAC-4801,Elogio,WhatsApp,6.7,2,PROTO-2025-01-8589,03/02/2025 00:54,8.0,Telefonia,Não,Financeiro,3.7,Finalizado
265.487.903-83,Isis Barbosa,SAC-7546,Reclamação,Telefone,11.6,5,PROTO-2025-03-9661,29/03/2025 23:49,2.2,TV por Assinatura,Não,Nenhum,3.0,Finalizado
518.790.623-21,Maria Luísa Vargas,SAC-3914,Elogio,Telefone,6.5,2,PROTO-2025-02-5800,07/03/2025 17:09,2.9,Planos,Sim,Nenhum,4.0,Reaberto
801.694.573-20,Fernanda Jesus,SAC-8849,Elogio,Chat,7.1,5,PROTO-2025-02-9580,31/01/2025 11:57,8.5,TV por Assinatura,Não,Técnico,3.1,Finalizado
986.174.023-69,Dr. Benício Nunes,SAC-2011,Reclamação,Telefone,10.9,2,PROTO-2025-01-9968,31/01/2025 16:56,3.2,Telefonia,Não,Comercial,2.1,Finalizado
864.731.259-73,Enrico Aragão,SAC-4263,Elogio,E-mail,14.8,2,PROTO-2025-04-6340,30/03/2025 16:46,4.8,TV por Assinatura,Sim,Comercial,2.9,Finalizado
915.284.376-91,Laís Moura,SAC-6185,Dúvida,E-mail,7.6,4,PROTO-2025-02-9552,27/01/2025 18:50,9.6,Internet,Não,Nenhum,2.2,Finalizado
261.893.045-24,Aurora Aparecida,SAC-9600,Elogio,WhatsApp,14.5,5,PROTO-2025-03-2962,08/03/2025 09:42,0.7,TV por Assinatura,Não,Financeiro,0.9,Reaberto
810.596.247-02,Bruna Viana,SAC-7158,Dúvida,Chat,6.0,1,PROTO-2025-02-3105,29/03/2025 09:16,9.4,Planos,Não,Financeiro,4.4,Finalizado
673.920.854-92,Catarina Gonçalves,SAC-9327,Solicitação,Chat,5.3,2,PROTO-2025-04-5655,06/04/2025 17:06,1.8,TV por Assinatura,Não,Financeiro,1.8,Pendente
340.516.798-10,Ana Liz Moraes,SAC-7101,Dúvida,E-mail,4.9,2,PROTO-2025-03-1641,26/01/2025 06:26,4.2,TV por Assinatura,Sim,Técnico,2.8,Reaberto
429.081.637-13,Pietra Souza,SAC-6440,Reclamação,E-mail,9.8,2,PROTO-2025-02-2005,09/02/2025 01:10,5.8,Planos,Não,Comercial,0.8,Pendente
286.104.739-96,Mateus Fonseca,SAC-2395,Solicitação,Telefone,6.4,1,PROTO-2025-02-4562,28/02/2025 23:47,2.5,TV por Assinatura,Não,Nenhum,2.4,Pendente
214.539.607-16,Maria Julia Pimenta,SAC-4177,Dúvida,Chat,5.9,3,PROTO-2025-03-8587,05/02/2025 19:07,7.5,TV por Assinatura,Sim,Técnico,4.2,Finalizado
934.658.271-55,Sr. Enzo Câmara,SAC-1388,Solicitação,E-mail,4.9,5,PROTO-2025-02-5221,21/01/2025 07:13,0.8,Planos,Não,Financeiro,1.4,Finalizado
986.713.245-91,Cecília Nunes,SAC-9110,Solicitação,Chat,10.9,4,PROTO-2025-02-7857,01/04/2025 15:49,8.7,Planos,Não,Comercial,2.5,Reaberto
324.195.806-05,Isabelly Gomes,SAC-7730,Elogio,WhatsApp,8.8,1,PROTO-2025-01-6670,16/01/2025 11:56,3.6,Telefonia,Não,Comercial,3.2,Finalizado
915.642.870-76,Rebeca Casa Grande,SAC-1288,Reclamação,E-mail,5.8,3,PROTO-2025-03-3768,27/01/2025 13:58,7.4,Telefonia,Não,Técnico,3.5,Reaberto
201.435.768-44,Ana Julia Sousa,SAC-6004,Solicitação,WhatsApp,4.3,2,PROTO-2025-03-3028,05/03/2025 16:34,8.6,Telefonia,Sim,Técnico,4.6,Reaberto
016.825.379-86,Luiz Miguel Abreu,SAC-9826,Dúvida,Telefone,12.3,4,PROTO-2025-04-6238,24/01/2025 19:13,9.7,Planos,Não,Financeiro,4.6,Finalizado
706.218.394-69,Pietro Andrade,SAC-9247,Reclamação,E-mail,4.8,1,PROTO-2025-02-8671,13/04/2025 20:57,7.5,Planos,Não,Nenhum,3.0,Finalizado
936.472.810-69,Yan Almeida,SAC-9773,Dúvida,E-mail,13.3,4,PROTO-2025-03-4855,20/02/2025 15:02,4.9,Internet,Não,Financeiro,3.2,Finalizado
692.317.480-50,Davi Lucca Ferreira,SAC-3412,Elogio,Chat,10.7,2,PROTO-2025-04-8148,03/02/2025 16:50,5.4,Planos,Sim,Financeiro,4.8,Finalizado
591.748.632-82,Cauã Vargas,SAC-6177,Dúvida,Telefone,7.8,2,PROTO-2025-03-4370,08/04/2025 14:06,3.6,Planos,Sim,Nenhum,1.8,Finalizado
924.316.508-98,José Miguel Macedo,SAC-5062,Reclamação,E-mail,8.1,4,PROTO-2025-03-3955,21/02/2025 21:21,4.6,TV por Assinatura,Não,Técnico,1.1,Finalizado
928.036.457-00,Ana Beatriz Câmara,SAC-2484,Reclamação,E-mail,8.6,1,PROTO-2025-02-9302,25/03/2025 08:23,2.0,Telefonia,Não,Comercial,3.1,Reaberto
619.274.508-02,Dr. Pedro Henrique Fonseca,SAC-6876,Dúvida,WhatsApp,3.1,4,PROTO-2025-01-1986,05/01/2025 12:06,4.7,TV por Assinatura,Não,Comercial,2.4,Finalizado
203.459.861-05,Maria Clara Nogueira,SAC-4430,Solicitação,E-mail,6.8,3,PROTO-2025-04-9603,02/01/2025 10:22,7.5,TV por Assinatura,Não,Comercial,3.5,Reaberto
936.478.102-31,Enrico Farias,SAC-6029,Elogio,Telefone,4.0,4,PROTO-2025-03-2528,26/01/2025 00:25,4.8,TV por Assinatura,Não,Técnico,4.6,Finalizado
936.175.280-40,Dra. Ana Laura Câmara,SAC-7494,Reclamação,Telefone,5.1,4,PROTO-2025-02-5986,24/01/2025 17:31,3.3,Telefonia,Sim,Financeiro,1.7,Finalizado
630.419.287-87,Vitória Rios,SAC-6676,Solicitação,Telefone,13.6,2,PROTO-2025-03-6078,15/04/2025 16:36,9.2,Internet,Não,Técnico,3.7,Pendente
635.420.819-06,Dra. Maria Fernanda Martins,SAC-6334,Solicitação,Chat,7.6,3,PROTO-2025-02-2041,02/02/2025 05:44,2.1,Telefonia,Não,Comercial,3.6,Finalizado
483.602.957-00,Alice Silveira,SAC-8685,Solicitação,WhatsApp,5.0,3,PROTO-2025-03-4909,07/03/2025 17:51,3.8,Telefonia,Não,Comercial,1.5,Pendente
307.852.419-14,Dra. Ísis Santos,SAC-3082,Solicitação,Chat,9.9,3,PROTO-2025-03-4707,15/01/2025 07:02,1.4,TV por Assinatura,Sim,Financeiro,1.9,Finalizado
051.927.638-86,Dra. Vitória Santos,SAC-7776,Solicitação,WhatsApp,13.1,5,PROTO-2025-02-6323,13/01/2025 00:47,4.4,TV por Assinatura,Não,Financeiro,4.8,Finalizado
640.378.592-38,Luiz Otávio Fogaça,SAC-9513,Reclamação,Chat,5.9,5,PROTO-2025-01-2648,04/02/2025 23:56,2.7,Planos,Sim,Nenhum,2.7,Pendente
048.562.139-89,Ana Carolina Gonçalves,SAC-9522,Reclamação,Telefone,11.4,4,PROTO-2025-03-6731,08/01/2025 05:09,8.5,Planos,Sim,Nenhum,2.7,Reaberto
801.329.754-32,Isabela Carvalho,SAC-3989,Solicitação,Chat,5.0,3,PROTO-2025-03-7463,14/03/2025 04:23,6.0,Planos,Não,Comercial,2.4,Pendente
340.268.195-15,Manuela da Mota,SAC-2145,Reclamação,Chat,3.2,3,PROTO-2025-02-2337,11/03/2025 18:29,7.6,Telefonia,Não,Financeiro,1.8,Finalizado
845.360.271-90,Heitor Mendes,SAC-2921,Elogio,E-mail,10.0,4,PROTO-2025-03-2649,05/03/2025 20:06,0.7,Internet,Sim,Técnico,4.9,Reaberto
230.159.487-41,Francisco das Neves,SAC-2377,Dúvida,Chat,9.3,5,PROTO-2025-01-4833,22/01/2025 09:40,2.6,Internet,Sim,Financeiro,1.4,Reaberto
581.970.432-05,Noah Ferreira,SAC-3804,Solicitação,Telefone,3.5,2,PROTO-2025-03-6019,23/02/2025 10:10,6.2,Planos,Não,Comercial,2.7,Reaberto
039.864.275-38,Evelyn Gomes,SAC-7961,Reclamação,E-mail,3.1,4,PROTO-2025-03-4532,17/03/2025 00:05,8.3,Internet,Sim,Comercial,0.7,Finalizado
135.297.680-30,Daniela Vargas,SAC-7429,Reclamação,E-mail,5.9,1,PROTO-2025-01-8059,09/01/2025 06:39,9.4,TV por Assinatura,Não,Nenhum,1.5,Pendente
394.216.875-82,Rodrigo Câmara,SAC-6909,Reclamação,Telefone,13.1,3,PROTO-2025-02-2296,09/02/2025 13:45,6.4,Telefonia,Sim,Financeiro,4.5,Reaberto
307.251.689-86,Cauê Nascimento,SAC-2094,Reclamação,WhatsApp,14.0,2,PROTO-2025-02-7674,20/02/2025 09:24,5.2,Internet,Sim,Financeiro,2.6,Pendente
753.180.296-12,Dr. Yuri Campos,SAC-2292,Dúvida,Telefone,13.3,3,PROTO-2025-03-5060,20/02/2025 01:55,9.6,Telefonia,Sim,Comercial,1.8,Pendente
690.715.823-02,Ágatha Marques,SAC-1168,Elogio,E-mail,11.5,5,PROTO-2025-04-3062,15/03/2025 17:42,6.8,TV por Assinatura,Sim,Financeiro,2.8,Reaberto
746.123.905-80,Sra. Ana Luiza Machado,SAC-4221,Reclamação,E-mail,10.1,3,PROTO-2025-04-6506,24/01/2025 07:45,4.8,Internet,Não,Financeiro,3.0,Pendente
064.978.531-20,Dr. Yan Carvalho,SAC-4673,Reclamação,Telefone,8.8,1,PROTO-2025-04-5713,14/02/2025 19:06,6.2,Telefonia,Não,Nenhum,4.6,Reaberto
526.079.841-49,Giovanna Vieira,SAC-9272,Dúvida,E-mail,9.1,5,PROTO-2025-01-8605,12/02/2025 14:14,8.1,Telefonia,Não,Técnico,1.5,Finalizado
521.347.869-73,Leonardo das Neves,SAC-8750,Dúvida,Telefone,13.4,3,PROTO-2025-01-8325,24/01/2025 20:10,9.9,Planos,Sim,Financeiro,1.5,Finalizado
765.483.021-17,Brayan Viana,SAC-8402,Elogio,Telefone,12.6,3,PROTO-2025-02-1756,26/03/2025 07:39,5.5,Telefonia,Sim,Comercial,1.1,Reaberto
246.850.931-51,Sarah Cavalcanti,SAC-1839,Reclamação,WhatsApp,7.3,2,PROTO-2025-01-9889,01/02/2025 05:54,4.4,TV por Assinatura,Não,Comercial,2.3,Reaberto
630.982.174-13,Emanuelly Gonçalves,SAC-5892,Dúvida,WhatsApp,11.1,2,PROTO-2025-02-6776,05/02/2025 07:00,10.0,Planos,Não,Nenhum,4.1,Reaberto
124.308.976-87,Sr. André Montenegro,SAC-4859,Reclamação,Chat,12.5,3,PROTO-2025-02-8102,08/02/2025 23:11,8.7,Telefonia,Não,Nenhum,4.8,Pendente
168.345.092-24,Isabella Moura,SAC-4478,Reclamação,Chat,14.0,3,PROTO-2025-01-2859,02/01/2025 07:37,6.3,Planos,Sim,Financeiro,2.6,Finalizado
351.827.469-46,Srta. Amanda Casa Grande,SAC-9234,Reclamação,E-mail,3.4,5,PROTO-2025-01-1131,30/01/2025 21:55,9.5,Planos,Não,Nenhum,3.1,Pendente
841.052.693-05,Sophia da Costa,SAC-5489,Solicitação,Telefone,7.2,4,PROTO-2025-02-3053,06/04/2025 11:06,1.4,Telefonia,Não,Nenhum,3.3,Pendente
594.368.012-89,João Câmara,SAC-5863,Dúvida,E-mail,5.1,4,PROTO-2025-01-7772,14/01/2025 10:31,8.7,TV por Assinatura,Sim,Técnico,2.8,Finalizado
